uid,Page_view,Like_count,Number_of_authors_viewed,Number_of_viewed_works,Average_duration_of_viewing_works,Number_of_background_music_views,Complete_views,Number_of_cities_visited,Number_of_citzes_viewing_works,City_where_the_user_is_located
31392,1,0,1,1,10.0,1,1,1,1,224.0
31393,103,0,100,103,11.242718446601941,74,50,1,66,270.0
31394,33,0,33,33,12.818181818181818,31,16,1,29,128.0
31395,11,0,11,11,12.0,11,9,1,11,18.0
31396,29,0,29,29,14.655172413793103,27,14,1,25,18.0
31397,41,0,41,41,11.121951219512194,38,7,2,27,177.0
31398,140,0,134,140,11.464285714285714,105,58,1,84,193.0
31399,14,0,14,14,10.285714285714286,11,2,1,14,86.0
31400,34,2,34,34,11.382352941176471,33,15,1,27,99.0
31401,49,0,49,49,11.061224489795919,44,19,1,43,30.0
31402,1,0,1,1,10.0,1,0,1,1,256.0
31403,59,0,57,59,11.338983050847459,55,22,1,41,154.0
31404,12,0,12,12,11.5,12,7,1,11,100.0
31405,4,0,4,4,7.5,4,2,1,4,57.0
31406,130,0,125,130,11.492307692307692,109,47,5,82,120.0
31407,7,0,7,7,11.714285714285714,7,6,1,6,143.0
31408,32,0,32,32,10.84375,29,15,1,29,355.0
31409,44,0,44,44,10.068181818181818,41,13,1,37,304.0
31410,20,0,18,20,11.5,20,17,1,16,120.0
31411,38,0,37,38,12.236842105263158,35,24,1,31,165.0
31412,21,0,21,21,12.285714285714286,20,9,1,17,133.0
31413,28,0,27,28,12.535714285714286,26,20,1,22,99.0
31414,329,0,308,329,10.243161094224924,244,43,1,136,138.0
31415,12,0,11,12,10.833333333333334,12,12,1,10,176.0
31416,16,0,16,16,9.5625,15,7,1,15,140.0
31417,186,4,181,186,12.301075268817204,143,108,1,101,134.0
31418,62,0,61,62,10.274193548387096,61,21,1,48,228.0
31419,10,0,10,10,11.8,9,3,1,10,180.0
31420,2,0,2,2,9.5,2,2,1,2,66.0
31422,97,0,95,97,11.31958762886598,78,33,1,68,42.0
31423,7,0,7,7,10.857142857142858,7,1,1,7,45.0
31424,3,0,3,3,24.0,2,2,1,3,99.0
31425,58,12,58,58,10.258620689655173,47,22,1,41,2.0
31426,17,0,17,17,9.941176470588236,17,11,1,14,91.0
31427,175,0,166,175,11.731428571428571,147,65,1,83,56.0
31428,78,0,78,78,11.025641025641026,62,35,1,58,83.0
31429,92,0,92,92,11.097826086956522,83,49,1,71,166.0
31430,19,0,19,19,9.0,18,9,1,16,75.0
31431,9,0,9,9,13.11111111111111,9,4,1,9,91.0
31432,3,0,3,3,16.0,3,0,1,3,29.0
31433,16,2,16,16,12.1875,15,9,1,16,73.0
31434,6,0,6,6,9.5,6,3,1,6,22.0
31435,8,0,8,8,17.0,8,7,1,7,109.0
31436,141,0,137,141,10.787234042553191,127,79,1,74,97.0
31437,13,0,11,13,9.923076923076923,12,4,1,10,113.0
31438,3,0,3,3,11.0,3,1,1,3,119.0
31439,54,0,53,54,10.537037037037036,53,9,1,40,84.0
31440,25,0,25,25,10.56,24,11,1,23,301.0
31441,22,0,22,22,9.045454545454545,22,8,1,19,56.0
31442,23,0,22,23,9.521739130434783,22,13,1,18,20.0
31443,24,0,24,24,10.166666666666666,21,16,1,22,57.0
31444,215,0,211,215,10.693023255813953,154,63,1,110,8.0
31445,21,0,20,21,10.285714285714286,20,13,1,20,199.0
31446,5,0,5,5,11.8,5,0,1,5,172.0
31447,103,1,96,103,10.242718446601941,99,53,1,64,91.0
31448,23,0,23,23,12.0,23,14,1,22,99.0
31449,26,0,25,26,11.961538461538462,25,2,1,20,45.0
31450,14,0,14,14,11.0,14,2,2,5,271.0
31451,13,0,13,13,14.538461538461538,12,1,1,12,5.0
31452,77,5,74,77,10.077922077922079,68,46,1,50,21.0
31453,11,0,11,11,11.818181818181818,9,5,1,10,182.0
31454,26,0,26,26,11.423076923076923,25,16,2,18,19.0
31455,52,0,52,52,13.038461538461538,45,30,1,40,85.0
31456,9,0,9,9,13.333333333333334,9,4,2,9,97.0
31457,99,0,94,99,11.191919191919192,83,58,1,69,6.0
31458,23,0,22,23,9.26086956521739,21,13,1,21,313.0
31459,49,0,49,49,11.857142857142858,48,15,1,43,57.0
31460,4,0,4,4,9.75,4,3,1,4,129.0
31461,40,0,39,40,11.025,38,23,1,34,329.0
31462,74,0,70,74,10.0,65,2,1,46,217.0
31463,333,0,262,333,10.747747747747749,232,117,10,100,129.0
31464,33,0,33,33,12.090909090909092,28,7,1,28,19.0
31465,12,0,12,12,11.916666666666666,12,0,1,10,83.0
31466,188,6,176,188,10.345744680851064,168,61,4,95,31.0
31467,50,0,49,50,11.46,47,28,1,38,60.0
31468,56,0,53,56,11.339285714285714,54,15,2,37,86.0
31469,37,0,37,37,11.405405405405405,32,9,1,28,115.0
31470,10,0,10,10,8.1,8,3,1,9,119.0
31471,65,0,63,65,10.784615384615385,61,19,1,43,25.0
31472,26,1,26,26,12.076923076923077,25,15,1,25,11.0
31473,236,5,233,236,11.076271186440678,191,98,1,125,99.0
31474,124,4,116,124,11.911290322580646,102,32,1,82,69.0
31475,41,0,41,41,10.414634146341463,34,26,1,33,138.0
31476,23,0,23,23,12.347826086956522,23,13,1,21,201.0
31477,24,0,23,24,10.041666666666666,22,18,1,20,91.0
31478,3,0,3,3,9.666666666666666,3,2,1,3,98.0
31479,112,0,109,112,11.598214285714286,96,35,1,80,51.0
31480,110,0,102,110,11.181818181818182,96,63,1,70,121.0
31481,18,0,18,18,13.222222222222221,18,9,1,17,138.0
31482,34,0,34,34,13.382352941176471,34,18,1,30,272.0
31483,27,0,27,27,10.148148148148149,24,15,1,25,6.0
31484,90,0,90,90,10.322222222222223,75,28,1,66,116.0
31485,22,0,22,22,11.954545454545455,20,11,1,21,38.0
31486,23,0,22,23,12.521739130434783,21,5,1,19,123.0
31487,56,0,56,56,10.982142857142858,50,14,1,50,270.0
31488,41,0,41,41,10.097560975609756,40,29,1,34,154.0
31489,127,0,127,127,11.125984251968504,93,76,1,81,40.0
31490,15,2,15,15,10.8,15,8,1,14,137.0
31491,15,0,15,15,13.933333333333334,15,7,1,13,97.0
31492,27,0,27,27,10.185185185185185,26,26,1,23,231.0
31493,6,0,6,6,11.0,6,3,1,6,117.0
31494,4,0,4,4,12.25,4,1,1,3,116.0
31495,43,0,43,43,11.55813953488372,42,12,1,37,205.0
31496,8,0,8,8,7.5,8,1,2,7,84.0
31497,16,0,15,16,9.9375,16,11,1,13,225.0
31498,57,0,56,57,10.982456140350877,51,18,1,46,171.0
31499,70,0,68,70,11.2,64,29,1,52,84.0
31500,29,0,29,29,13.655172413793103,29,15,1,23,25.0
31501,21,0,21,21,10.428571428571429,20,10,1,21,102.0
31502,41,0,39,41,9.170731707317072,35,15,1,33,47.0
31503,7,0,7,7,9.142857142857142,7,4,1,7,73.0
31504,36,1,36,36,12.277777777777779,34,15,1,35,53.0
31505,89,0,89,89,10.292134831460674,87,20,1,53,66.0
31506,6,0,6,6,9.833333333333334,6,1,1,5,16.0
31507,205,0,189,205,10.785365853658536,170,21,1,80,280.0
31508,50,0,49,50,11.92,37,21,1,37,66.0
31509,5,0,5,5,7.4,5,2,1,4,53.0
31510,4,0,4,4,17.75,4,1,1,4,70.0
31511,23,0,23,23,9.565217391304348,22,10,1,23,60.0
31512,13,0,13,13,13.615384615384615,13,9,1,13,313.0
31513,137,1,132,137,10.817518248175183,91,76,1,85,175.0
31514,140,48,127,140,11.271428571428572,128,36,4,70,138.0
31515,94,0,89,94,11.095744680851064,81,30,1,58,71.0
31516,16,0,16,16,11.125,16,3,1,16,195.0
31517,22,0,22,22,9.181818181818182,19,7,1,6,12.0
31518,38,0,37,38,9.68421052631579,30,14,6,26,99.0
31519,31,0,31,31,9.709677419354838,27,18,1,27,46.0
31520,39,0,39,39,10.666666666666666,36,6,1,36,70.0
31521,24,0,24,24,10.25,21,17,1,22,21.0
31522,17,0,16,17,11.529411764705882,15,4,1,15,173.0
31523,40,0,40,40,13.625,34,13,1,37,224.0
31524,81,0,75,81,11.296296296296296,70,26,3,57,80.0
31525,209,0,185,209,9.794258373205741,159,41,1,98,38.0
31526,79,0,76,79,12.265822784810126,74,15,1,37,59.0
31527,30,0,30,30,11.233333333333333,26,20,1,12,115.0
31528,16,0,16,16,12.4375,15,5,1,14,175.0
31529,87,1,84,87,10.586206896551724,70,37,1,63,333.0
31530,46,0,46,46,10.326086956521738,41,13,1,36,31.0
31531,8,0,8,8,8.125,8,4,1,7,235.0
31532,30,0,29,30,9.966666666666667,27,15,1,24,71.0
31533,9,0,9,9,13.333333333333334,7,7,1,9,60.0
31534,113,0,108,113,11.876106194690266,98,15,1,72,246.0
31535,96,0,90,96,10.864583333333334,69,31,3,66,98.0
31536,44,0,42,44,10.363636363636363,37,17,1,21,106.0
31537,73,0,73,73,10.821917808219178,64,25,1,53,153.0
31538,358,7,306,358,10.787709497206704,264,92,1,125,189.0
31539,14,0,14,14,12.5,12,9,1,14,122.0
31540,37,0,36,37,10.621621621621621,36,13,1,34,275.0
31541,49,0,48,49,12.571428571428571,46,10,1,41,46.0
31542,8,0,8,8,13.25,8,6,1,8,101.0
31543,456,29,426,456,10.861842105263158,326,82,1,179,120.0
31544,70,0,69,70,10.557142857142857,65,28,3,55,114.0
31545,84,0,83,84,11.214285714285714,70,42,1,71,70.0
31546,38,0,36,38,10.052631578947368,38,7,1,32,297.0
31547,119,0,116,119,10.789915966386555,93,62,1,76,3.0
31548,21,0,20,21,13.952380952380953,19,5,1,20,84.0
31549,156,0,153,156,11.08974358974359,130,64,1,107,258.0
31550,74,1,69,74,11.878378378378379,60,8,1,51,11.0
31551,14,0,14,14,11.928571428571429,13,3,1,14,252.0
31552,253,0,237,253,10.964426877470355,157,35,1,126,139.0
31553,19,0,18,19,10.210526315789474,18,7,1,17,7.0
31554,2,0,2,2,20.5,2,0,1,2,176.0
31556,10,0,10,10,9.7,10,4,1,10,181.0
31557,48,0,48,48,12.5625,47,14,2,30,71.0
31558,8,0,8,8,18.625,8,5,1,8,189.0
31559,18,0,18,18,15.666666666666666,18,10,1,17,175.0
31560,13,0,13,13,10.538461538461538,13,5,1,13,37.0
31561,28,0,28,28,10.5,28,13,1,26,8.0
31562,73,0,68,73,11.32876712328767,64,28,1,42,60.0
31563,38,0,38,38,12.342105263157896,34,20,1,32,76.0
31564,63,0,63,63,11.412698412698413,52,29,2,52,246.0
31565,52,0,50,52,11.711538461538462,51,25,1,42,265.0
31566,104,0,98,104,12.875,84,56,1,55,123.0
31567,159,0,155,159,11.679245283018869,132,43,1,102,69.0
31568,53,0,53,53,9.169811320754716,52,44,1,47,142.0
31569,19,0,19,19,11.894736842105264,18,14,1,18,129.0
31570,26,0,25,26,13.73076923076923,24,12,1,22,187.0
31571,226,0,201,226,9.672566371681416,181,113,1,121,70.0
31572,136,0,126,136,10.713235294117647,121,58,1,76,109.0
31573,60,0,58,60,10.3,53,26,1,42,172.0
31574,15,1,15,15,13.133333333333333,14,10,1,15,26.0
31575,26,0,26,26,11.346153846153847,25,11,1,26,205.0
31576,6,0,6,6,8.5,6,3,2,6,12.0
31577,101,0,100,101,12.792079207920793,91,47,1,76,18.0
31578,16,0,16,16,10.125,16,14,1,16,11.0
31579,86,0,84,86,11.488372093023257,78,49,1,57,25.0
31580,85,0,78,85,12.352941176470589,76,30,1,45,120.0
31581,5,0,5,5,15.0,5,3,1,5,166.0
31582,120,1,108,120,10.566666666666666,107,53,1,63,94.0
31583,22,0,22,22,11.681818181818182,17,11,1,20,70.0
31584,51,0,51,51,10.019607843137255,45,25,1,41,347.0
31585,12,0,12,12,9.166666666666666,11,6,1,12,243.0
31586,103,0,98,103,10.077669902912621,96,43,1,70,327.0
31587,14,0,14,14,13.142857142857142,14,7,1,11,164.0
31588,10,0,10,10,8.9,10,5,2,10,322.0
31589,8,0,8,8,11.875,8,3,1,7,100.0
31590,1,0,1,1,9.0,1,1,1,1,213.0
31591,4,0,4,4,8.25,4,4,1,4,274.0
31592,253,0,242,253,11.537549407114625,216,32,1,100,89.0
31593,10,0,10,10,11.5,10,6,1,10,240.0
31594,36,0,36,36,10.416666666666666,32,20,1,30,65.0
31595,52,1,52,52,10.557692307692308,41,37,1,40,3.0
31596,6,0,6,6,14.833333333333334,6,2,1,6,105.0
31597,10,0,10,10,14.9,8,8,1,8,319.0
31598,64,0,62,64,10.546875,55,24,1,53,190.0
31599,115,1,113,115,11.330434782608696,94,51,1,83,97.0
31600,3,0,3,3,10.666666666666666,3,0,1,3,46.0
31601,160,0,153,160,11.975,132,100,1,93,10.0
31602,41,1,40,41,12.951219512195122,36,20,1,36,293.0
31603,69,1,69,69,11.202898550724637,65,34,2,51,9.0
31604,82,7,77,82,11.463414634146341,73,43,1,60,14.0
31605,1,0,1,1,7.0,1,0,1,1,184.0
31606,274,5,239,274,10.927007299270073,244,55,1,128,333.0
31607,49,0,46,49,9.775510204081632,49,22,1,29,6.0
31608,2,0,2,2,22.0,2,0,1,2,297.0
31610,11,0,11,11,11.090909090909092,11,6,1,11,38.0
31611,116,0,115,116,11.422413793103448,107,40,1,67,18.0
31612,128,0,126,128,10.6015625,114,46,1,77,84.0
31613,21,0,21,21,14.333333333333334,20,8,1,20,117.0
31614,18,0,18,18,9.333333333333334,18,13,1,18,160.0
31615,331,1,279,331,10.540785498489425,253,47,2,132,69.0
31616,117,0,107,117,11.974358974358974,109,50,1,76,40.0
31617,25,0,25,25,11.12,25,10,1,13,142.0
31618,101,0,96,101,11.683168316831683,94,48,2,64,29.0
31619,31,0,31,31,12.935483870967742,30,12,1,25,66.0
31620,9,0,9,9,7.666666666666667,9,7,1,9,123.0
31621,86,0,84,86,10.69767441860465,79,30,2,63,129.0
31622,6,0,6,6,10.0,6,3,1,6,194.0
31623,8,0,8,8,10.125,8,2,1,8,252.0
31624,8,0,8,8,13.875,8,5,1,7,54.0
31625,39,0,39,39,10.820512820512821,36,10,1,36,220.0
31626,112,0,112,112,11.776785714285714,86,36,1,81,177.0
31627,98,12,95,98,11.10204081632653,90,18,1,53,123.0
31628,10,0,10,10,10.7,10,3,1,10,77.0
31629,7,0,7,7,11.857142857142858,7,7,2,6,205.0
31630,17,0,15,17,10.352941176470589,15,15,1,13,92.0
31631,15,3,15,15,10.2,14,8,1,10,138.0
31632,4,0,4,4,10.0,4,2,1,4,57.0
31633,5,0,5,5,18.8,5,3,1,5,28.0
31634,62,0,62,62,10.209677419354838,53,53,1,53,140.0
31635,48,0,48,48,10.4375,42,19,1,43,110.0
31636,89,0,81,89,10.48314606741573,85,10,1,65,104.0
31637,27,0,27,27,10.296296296296296,23,12,2,26,45.0
31638,26,0,26,26,12.26923076923077,20,7,1,24,24.0
31639,10,0,8,10,15.8,8,4,1,7,143.0
31640,17,0,16,17,9.705882352941176,15,6,1,10,231.0
31641,41,0,41,41,11.609756097560975,36,20,4,33,70.0
31642,23,0,22,23,11.652173913043478,20,5,2,21,228.0
31643,19,0,19,19,10.210526315789474,18,15,1,18,47.0
31644,66,0,63,65,10.833333333333334,54,45,1,48,30.0
31645,51,0,50,51,10.176470588235293,45,12,1,23,99.0
31647,90,0,80,90,11.511111111111111,71,47,3,62,38.0
31648,4,0,4,4,14.5,4,4,1,4,57.0
31649,31,0,31,31,10.709677419354838,30,19,2,18,154.0
31650,1,0,1,1,10.0,1,1,1,1,195.0
31651,19,0,19,19,15.631578947368421,18,4,1,18,30.0
31652,26,0,26,26,10.961538461538462,25,5,1,23,124.0
31653,38,0,38,38,12.868421052631579,34,26,1,34,233.0
31654,74,0,74,74,11.162162162162161,60,34,1,59,6.0
31655,41,0,40,41,9.926829268292684,40,21,1,28,35.0
31656,22,0,21,22,12.0,22,15,1,16,154.0
31657,52,0,51,52,10.51923076923077,49,21,1,37,71.0
31658,22,0,22,22,13.318181818181818,19,19,1,20,115.0
31659,5,0,5,5,10.6,5,4,2,5,220.0
31660,28,0,28,28,10.75,28,15,1,22,250.0
31661,69,0,69,69,10.159420289855072,62,25,1,57,342.0
31662,10,0,10,10,12.7,10,5,1,10,263.0
31663,33,0,33,33,11.121212121212121,26,9,1,27,65.0
31664,72,0,71,72,10.472222222222221,57,15,1,59,175.0
31665,341,0,323,341,10.862170087976539,272,99,1,121,68.0
31666,6,0,6,6,8.166666666666666,5,4,1,5,15.0
31667,317,6,282,317,11.668769716088327,253,119,5,127,268.0
31668,48,0,47,48,9.083333333333334,38,26,1,40,77.0
31669,7,0,7,7,8.714285714285714,7,5,1,6,116.0
31670,27,0,27,27,10.37037037037037,26,17,1,21,53.0
31671,95,0,94,95,11.631578947368421,79,24,1,72,21.0
31672,220,0,209,220,10.695454545454545,179,74,3,96,99.0
31673,14,0,14,14,14.642857142857142,12,13,1,13,103.0
31674,68,1,67,68,10.264705882352942,57,43,5,49,293.0
31675,150,1,146,150,11.28,109,23,2,90,216.0
31676,57,3,56,57,10.859649122807017,50,21,1,26,20.0
31677,244,0,225,244,10.19672131147541,174,39,1,52,18.0
31678,147,2,137,147,11.312925170068027,123,58,1,79,138.0
31679,29,0,29,29,13.10344827586207,26,15,1,21,16.0
31680,28,0,26,28,10.75,25,10,1,18,60.0
31681,8,0,8,8,11.5,8,1,1,8,233.0
31682,49,0,49,49,10.489795918367347,47,18,1,39,253.0
31683,35,0,33,35,9.857142857142858,33,11,3,30,129.0
31684,120,1,118,120,11.891666666666667,90,45,2,85,14.0
31685,2,0,2,2,10.0,2,0,1,2,57.0
31686,3,0,3,3,9.666666666666666,3,3,1,3,116.0
31687,21,0,21,21,13.285714285714286,19,16,1,18,134.0
31688,171,0,144,171,11.105263157894736,132,110,1,85,23.0
31689,6,0,6,6,8.5,5,5,1,5,33.0
31690,170,0,166,170,11.617647058823529,143,85,1,92,150.0
31691,2,0,2,2,9.5,2,2,1,2,125.0
31692,34,0,33,34,11.970588235294118,27,23,1,28,110.0
31693,26,0,26,26,8.461538461538462,24,13,1,23,20.0
31694,14,0,14,14,13.785714285714286,13,2,1,13,30.0
31695,76,0,70,76,10.236842105263158,65,11,1,48,294.0
31696,91,0,89,91,10.989010989010989,65,40,1,66,95.0
31697,6,0,6,6,10.166666666666666,6,3,1,5,70.0
31698,25,0,24,25,11.08,24,14,1,20,258.0
31699,8,0,8,8,9.875,8,1,1,7,140.0
31700,9,0,9,9,16.0,9,8,1,8,109.0
31701,22,0,22,22,9.090909090909092,22,4,1,20,167.0
31702,287,0,268,287,11.205574912891986,222,34,1,135,178.0
31703,54,1,53,54,10.203703703703704,49,28,1,45,133.0
31704,81,0,80,81,12.222222222222221,65,34,1,62,45.0
31705,14,0,14,14,11.071428571428571,14,7,1,14,23.0
31706,49,0,47,49,12.89795918367347,45,18,1,33,35.0
31707,19,0,19,19,12.842105263157896,19,8,1,16,123.0
31708,23,0,23,23,13.91304347826087,19,9,1,21,153.0
31709,34,0,33,34,8.882352941176471,32,16,3,32,73.0
31710,12,0,12,12,8.75,12,2,1,12,51.0
31711,13,0,11,13,14.153846153846153,13,10,1,9,238.0
31712,3,0,3,3,12.666666666666666,3,3,1,3,39.0
31713,4,0,4,4,11.25,4,2,1,4,84.0
31714,39,0,38,39,10.692307692307692,37,13,1,29,31.0
31715,19,0,19,19,8.473684210526315,18,13,2,17,91.0
31716,3,0,3,3,7.333333333333333,3,3,1,3,77.0
31717,75,0,73,75,10.76,59,38,2,43,176.0
31718,2,0,2,2,10.0,2,0,1,2,140.0
31719,90,0,85,90,11.177777777777777,81,16,1,63,195.0
31720,14,0,13,14,10.5,13,5,1,13,73.0
31721,19,0,18,19,11.263157894736842,18,16,1,14,12.0
31722,58,0,57,58,10.948275862068966,53,16,1,45,13.0
31723,199,0,187,199,10.668341708542714,144,58,1,119,128.0
31724,81,0,80,81,10.481481481481481,69,33,1,56,16.0
31725,45,0,43,45,11.355555555555556,38,16,1,27,284.0
31726,9,0,9,9,13.0,8,7,1,9,109.0
31727,108,0,100,108,11.25925925925926,88,31,1,72,93.0
31728,2,0,2,2,9.5,2,0,1,2,114.0
31729,20,0,18,20,11.05,19,9,1,16,83.0
31730,111,0,108,111,10.27927927927928,92,20,1,65,237.0
31731,25,0,25,25,9.64,25,10,1,24,123.0
31732,10,0,10,10,10.4,10,3,1,10,105.0
31733,279,1,274,279,11.315412186379929,201,65,1,126,151.0
31734,25,0,25,25,9.48,25,18,1,23,42.0
31735,221,0,216,221,11.180995475113122,159,61,1,100,82.0
31736,27,0,27,27,12.222222222222221,25,10,1,24,180.0
31737,78,0,76,78,10.576923076923077,74,46,1,58,59.0
31738,23,0,22,23,14.434782608695652,22,10,1,20,229.0
31739,84,0,80,84,11.928571428571429,78,33,1,61,153.0
31740,176,0,174,176,11.301136363636363,131,55,1,118,100.0
31741,249,17,234,249,11.614457831325302,206,15,2,129,22.0
31743,34,0,34,34,11.176470588235293,34,10,5,24,89.0
31745,52,0,52,52,14.307692307692308,50,24,1,38,62.0
31746,23,0,22,23,12.608695652173912,22,17,1,18,12.0
31747,99,3,94,99,10.868686868686869,91,18,1,60,35.0
31748,11,0,11,11,9.272727272727273,11,3,1,10,160.0
31749,21,0,20,21,11.333333333333334,21,10,1,20,214.0
31750,27,0,27,27,9.88888888888889,25,21,1,20,189.0
31751,31,0,30,31,9.774193548387096,30,21,1,29,49.0
31752,41,0,40,41,11.317073170731707,41,22,1,33,272.0
31753,26,0,26,26,14.346153846153847,25,0,1,26,234.0
31754,76,0,75,76,11.671052631578947,66,50,1,55,73.0
31755,45,0,44,45,11.4,43,31,1,32,159.0
31756,156,0,130,156,10.782051282051283,125,91,1,70,132.0
31757,23,0,23,23,10.08695652173913,22,16,1,18,186.0
31759,70,0,69,70,11.614285714285714,62,16,1,51,62.0
31760,12,0,12,12,10.25,10,7,1,11,176.0
31761,125,1,120,125,9.896,116,37,1,76,237.0
31762,79,0,79,79,9.746835443037975,68,35,1,58,97.0
31763,67,0,67,67,12.611940298507463,58,20,2,52,273.0
31764,118,0,113,118,10.372881355932204,106,59,1,73,125.0
31765,96,0,96,96,10.864583333333334,80,31,1,70,143.0
31766,52,1,52,52,11.153846153846153,48,24,1,43,70.0
31767,83,0,83,83,10.951807228915662,73,32,1,70,128.0
31768,36,0,36,36,10.805555555555555,35,16,1,30,6.0
31769,66,0,66,66,11.803030303030303,62,32,1,53,97.0
31770,19,0,19,19,10.894736842105264,18,9,1,16,105.0
31771,20,0,20,20,8.85,19,9,1,19,238.0
31772,77,0,77,77,11.441558441558442,68,20,1,56,12.0
31773,2,0,2,2,11.0,2,1,1,2,70.0
31774,20,0,20,20,12.05,19,7,1,18,15.0
31775,25,0,25,25,10.12,25,11,1,20,45.0
31776,3,0,3,3,19.0,3,1,1,3,155.0
31777,1,0,1,1,8.0,1,0,1,1,56.0
31778,82,0,81,82,11.28048780487805,70,36,1,54,8.0
31779,81,0,80,81,11.012345679012345,71,9,1,62,37.0
31780,32,0,32,32,13.84375,31,5,1,29,47.0
31781,17,0,17,17,9.588235294117647,16,4,1,16,66.0
31782,48,0,47,48,12.666666666666666,42,18,1,33,82.0
31783,215,0,201,215,10.53953488372093,153,70,1,96,140.0
31784,98,0,96,98,11.673469387755102,84,30,1,74,118.0
31785,43,0,42,43,10.790697674418604,37,20,1,37,116.0
31786,49,0,48,49,10.775510204081632,46,11,1,41,21.0
31787,71,0,67,71,11.126760563380282,66,25,1,53,9.0
31788,70,2,66,70,10.8,62,16,1,43,18.0
31789,5,0,5,5,15.2,5,2,1,5,140.0
31790,112,0,110,112,11.446428571428571,78,54,1,72,85.0
31791,18,0,18,18,10.333333333333334,16,11,1,18,150.0
31792,29,0,29,29,11.689655172413794,29,6,2,21,26.0
31793,19,0,19,19,10.578947368421053,18,3,1,18,31.0
31794,63,0,62,63,11.682539682539682,58,13,1,46,38.0
31797,40,0,40,40,10.35,38,12,3,26,25.0
31798,52,2,52,52,11.692307692307692,50,22,1,45,70.0
31799,97,0,95,97,11.381443298969073,85,25,1,64,61.0
31800,4,0,4,4,10.5,4,3,1,4,100.0
31801,46,0,46,46,12.456521739130435,43,18,2,36,19.0
31803,68,18,67,68,12.911764705882353,61,50,1,49,21.0
31804,191,0,188,191,11.162303664921465,139,117,1,111,159.0
31805,115,2,115,115,11.97391304347826,89,38,1,80,53.0
31806,10,0,10,10,11.2,10,1,1,9,134.0
31807,13,0,13,13,11.923076923076923,12,9,1,13,93.0
31808,57,1,55,57,9.807017543859649,56,40,1,40,56.0
31809,114,1,108,114,10.692982456140351,103,57,6,62,129.0
31810,3,0,3,3,9.333333333333334,3,1,1,3,99.0
31811,16,0,16,16,8.5,15,14,1,15,77.0
31812,80,0,76,80,9.7,74,30,1,55,117.0
31813,33,0,32,33,11.818181818181818,32,23,1,28,175.0
31814,41,0,41,41,11.902439024390244,31,20,1,37,190.0
31815,31,0,31,31,9.483870967741936,29,7,1,23,83.0
31816,38,2,38,38,12.31578947368421,31,13,1,32,39.0
31817,73,0,69,73,13.178082191780822,71,38,1,48,106.0
31818,56,0,54,56,9.982142857142858,53,33,1,40,258.0
31820,3,1,3,3,10.0,3,1,1,1,31.0
31821,20,0,20,20,9.8,19,9,2,18,140.0
31822,97,0,95,97,11.422680412371134,91,36,1,56,97.0
31823,15,0,15,15,13.933333333333334,15,8,2,14,164.0
31824,36,0,36,36,11.305555555555555,34,22,1,31,106.0
31825,29,0,28,29,11.551724137931034,27,13,2,23,15.0
31826,15,0,15,15,8.133333333333333,15,7,1,11,47.0
31827,56,0,54,56,10.571428571428571,48,17,1,44,25.0
31828,3,0,3,3,15.0,3,1,1,3,73.0
31829,9,0,9,9,10.777777777777779,9,0,1,1,81.0
31830,15,0,12,15,11.733333333333333,14,8,1,12,106.0
31831,47,0,47,47,11.553191489361701,43,29,1,43,164.0
31832,61,0,61,61,13.704918032786885,52,21,1,49,111.0
31833,63,0,62,63,11.428571428571429,62,20,1,45,187.0
31834,14,0,14,14,9.571428571428571,14,7,1,13,89.0
31835,226,0,191,226,11.380530973451327,168,42,1,89,45.0
31836,144,0,141,144,9.756944444444445,119,36,2,80,81.0
31837,203,0,202,203,11.556650246305418,164,45,1,111,108.0
31838,9,0,8,9,8.444444444444445,9,7,1,8,178.0
31839,44,0,44,44,10.840909090909092,42,17,1,41,80.0
31840,3,0,3,3,19.666666666666668,3,1,1,3,224.0
31841,9,0,9,9,8.333333333333334,8,3,1,7,152.0
31842,25,0,25,25,12.36,21,14,1,22,341.0
31843,42,0,42,42,11.142857142857142,39,22,1,34,136.0
31844,11,0,11,11,8.181818181818182,11,5,1,10,71.0
31845,25,0,24,25,13.68,22,8,2,17,13.0
31846,5,0,5,5,16.2,5,2,1,5,47.0
31847,14,0,14,14,9.571428571428571,12,4,1,14,9.0
31848,59,1,57,59,10.322033898305085,54,27,1,50,300.0
31849,54,0,54,54,9.277777777777779,45,31,2,44,248.0
31850,14,0,14,14,11.714285714285714,14,8,1,14,236.0
31851,253,51,209,253,10.810276679841897,215,61,1,108,47.0
31852,70,0,67,70,10.757142857142858,63,12,1,45,33.0
31853,9,0,9,9,12.333333333333334,9,4,1,9,241.0
31854,16,0,16,16,12.625,16,12,1,15,270.0
31855,18,0,18,18,13.61111111111111,17,14,1,16,91.0
31856,18,1,17,18,12.61111111111111,18,6,1,16,282.0
31857,76,0,76,76,11.381578947368421,73,36,1,56,343.0
31858,106,0,104,106,11.669811320754716,96,9,1,70,73.0
31859,117,4,114,117,10.743589743589743,101,36,1,80,109.0
31860,25,5,24,25,10.36,24,14,1,18,117.0
31861,83,0,74,83,10.855421686746988,72,24,1,52,8.0
31862,18,0,18,18,11.222222222222221,18,12,1,16,72.0
31863,65,0,64,65,12.123076923076923,51,29,1,52,59.0
31864,93,0,91,93,11.397849462365592,76,11,2,69,313.0
31865,82,11,79,82,10.78048780487805,74,4,1,30,144.0
